TrialTYPE,LEFT,RIGHT,RwdLEFT,RwdRIGHT
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
2,4,3,0,1
